iter	RMSE	AverageGain:top=10	MAP:top=5	RecallAt:top=10	PrecisionAt:top=10
1770	0.1682518601	0.3462605412	0.2280153966	0.7281207972	0.119370598
1775	0.1682130521	0.3463977563	0.2283188817	0.7278103506	0.119220523
1780	0.168182729	0.3466948534	0.2282705242	0.7283174494	0.119320573
1785	0.1681523471	0.3465943645	0.2282363404	0.7287551682	0.119270548
1790	0.1681106278	0.3466955112	0.2280946029	0.728718624	0.119370598
1795	0.1680799357	0.3470356206	0.2283797454	0.7298281073	0.1197707981
1800	0.1680509532	0.3466719498	0.2286087488	0.7288923951	0.119270548
1805	0.1680229493	0.3466938849	0.2286761436	0.7291452382	0.119470648
1810	0.1679937969	0.346580358	0.2286268134	0.7289950639	0.119320573
1815	0.167952679	0.3466250328	0.2289944972	0.7294703016	0.119470648
1820	0.1679285497	0.3467531203	0.2291063587	0.72990941	0.1196707481
1825	0.1678925819	0.3468799084	0.2290246512	0.7303721414	0.1196207231
1830	0.1678563012	0.3469765763	0.2289173754	0.7297464868	0.119520673
1835	0.1678250663	0.3472513477	0.2292392029	0.7308919313	0.1197707981
1840	0.1677924512	0.3473034592	0.2295643655	0.7302925462	0.1197207731
1845	0.167754545	0.3473373624	0.2297894781	0.7311894232	0.1199708981
1850	0.1677251626	0.3473557005	0.2293434217	0.7309633361	0.1199708981
1855	0.1676884407	0.3475294587	0.229619393	0.7308333108	0.1200209232
